0.627747685,0.207331078,0
0.724493689,0.427058262,1
0.628918368,0.370558185,1
0.739626999,0.1321778,0
0.502711547,0.176701538,0
0.605274764,0.030358296,0
0.618697382,0.128216597,0
0.658665642,0.135064792,0
0.361504153,0.203359779,1
0.305508244,0.004899325,1
0.748431249,0.065445062,0
0.331782329,0.089139234,1
0.524908622,0.159540237,0
0.67871655,0.2039333,0
0.595261252,0.376467891,1
0.674684659,0.353513833,1
0.749711186,0.435155413,1
0.546861989,0.127238264,0
0.633981642,0.117224269,0
0.640556775,0.050608717,0
0.366668495,0.115053909,1
0.676501592,0.425415111,1
0.589592875,0.413879325,1
0.748185502,0.007694762,0
0.705469481,0.023412407,0
0.571460552,0.385822675,1
0.362263117,0.040075293,1
0.675484624,0.354350982,1
0.666503865,0.353015972,1
0.340337058,0.232597272,1
0.606121784,0.233298176,0
0.385285434,0.01470509,1
0.585305296,0.074504003,0
0.608668975,0.15650126,0
0.501457407,0.408088365,1
0.650306637,0.244293678,0
0.681311855,0.231789825,0
0.665811789,0.213479094,0
0.731625333,0.03265812,0
0.730476379,0.060801473,0
0.551569144,0.135720908,0
0.50391827,0.193994795,0
0.621318984,0.41821798,1
0.306376372,0.147560136,1
0.328670739,0.115506989,1
0.57231236,0.05050006,0
0.626074943,0.02264695,0
0.338342182,0.105243181,1
0.626511565,0.196049145,0
0.663411518,0.180049376,0
0.701425759,0.173557201,0
0.641195739,0.433418111,1
0.703088496,0.416507392,1
0.346370456,0.201872421,1
0.387352636,0.12807286,1
0.358537701,0.236075508,1
0.364517524,0.06176865,1
0.688945291,0.178440244,0
0.691630483,0.116582976,0
0.522193427,0.386562759,1
0.588234691,0.07993631,0
0.637146208,0.056446196,0
0.601801312,0.371892276,1
0.696058965,0.363862454,1
0.552633035,0.032881028,0
0.601862063,0.354324614,1
0.714709311,0.43467069,1
0.708421541,0.438260193,1
0.311036921,0.01854486,1
0.573351463,0.43179431,1
0.578656292,0.137337653,0
0.597023903,0.399907515,1
0.553299617,0.205564469,0
0.500805618,0.236709859,0
0.632797255,0.071065751,0
0.728546178,0.015368487,0
0.375445929,0.148282657,1
0.737388794,0.08679177,0
0.722013855,0.23283865,0
0.577334249,0.065688456,0
0.718116613,0.394185227,1
0.709230444,0.103597216,0
0.597910576,0.41606833,1
0.610640385,0.423127036,1
0.631949295,0.151613687,0
0.35513393,0.041399361,1
0.381591268,0.039184087,1
0.562228587,0.077934664,0
0.505242182,0.004431685,0
0.333599555,0.231033245,1
0.725548733,0.381421943,1
0.513658859,0.356849697,1
0.685611216,0.18243861,0
0.362904956,0.1672578,1
0.675676628,0.1223228,0
0.645551559,0.105499703,0
0.696553036,0.421476979,1
0.665729839,0.016035147,0
0.736835235,0.033569339,0
0.611638186,0.019490491,0
0.740417972,0.175108177,0
0.581742386,0.380047623,1
0.535301767,0.030411051,0
0.673224863,0.176701486,0
0.578221196,0.364940253,1
0.61152788,0.223574814,0
0.32146731,0.207216499,1
0.622674266,0.160308221,0
0.563133104,0.126167803,0
0.703110227,0.218010271,0
0.748923838,0.091973987,0
0.565448799,0.373744123,1
0.580884728,0.410059433,1
0.617089843,0.16929901,0
0.643549427,0.0092538,0
0.650007092,0.435349357,1
0.736382829,0.025975943,0
0.362540787,0.216084076,1
0.660753881,0.21645965,0
0.646554165,0.088828843,0
0.558248587,0.381342318,1
0.564708428,0.167970574,0
0.628098026,0.179673625,0
0.333361303,0.133290755,1
0.522349667,0.204935896,0
0.546676867,0.433359723,1
0.729393178,0.14245475,0
0.330480117,0.047008281,1
0.351007645,0.160276049,1
0.740540966,0.114029149,0
0.547846947,0.058864636,0
0.727370228,0.242969753,0
0.584008838,0.238219992,0
0.680040285,0.023214763,0
0.317309962,0.114828275,1
0.699880354,0.382142565,1
0.570033721,0.187283052,0
0.684090589,0.216542187,0
0.337673663,0.220184363,1
0.667405325,0.401139302,1
0.541774424,0.012255808,0
0.703679861,0.414330953,1
0.681262633,0.400145193,1
0.315160401,0.107002934,1
0.740590706,0.229718922,0
0.657594276,0.006645749,0
0.674158351,0.020603175,0
0.723071008,0.050539323,0
0.645535178,0.182511881,0
0.527253671,0.245378226,0
0.520723951,0.438116174,1
0.344253959,0.130174209,1
0.600736224,0.070916616,0
0.334740393,0.062437237,1
0.328316252,0.013932742,1
0.65849655,0.425120752,1
0.653113699,0.399144316,1
0.398320572,0.117170944,1
0.749840049,0.150610929,0
0.33872605,0.152134833,1
0.73057005,0.383440944,1
0.555986435,0.441853992,1
0.313274354,0.126005968,1
0.329500349,0.002219131,1
0.378165003,0.158922524,1
0.324876251,0.166817736,1
0.381057766,0.111878245,1
0.37011425,0.143544167,1
0.537675308,0.02167983,0
0.528149339,0.36729617,1
0.36370934,0.141350245,1
0.723687926,0.09464791,0
0.391138445,0.029792955,1
0.328192739,0.14213634,1
0.335760493,0.193411677,1
0.397014025,0.057229162,1
0.721738838,0.037490593,0
0.530919216,0.241810355,0
0.727535757,0.081396203,0
0.324067637,0.21624074,1
